Name,Image,Thumbnail
Warp Energy from EX Power Keepers (#91),http://pokebeach.com/scans/ex-power-keepers/91-warp-energy.jpg,http://pokebeach.com/scans/ex-power-keepers/91-warp-energy.jpg,
Absol ex from EX Power Keepers (#92),http://pokebeach.com/scans/ex-power-keepers/92-absol-ex.jpg,http://pokebeach.com/scans/ex-power-keepers/92-absol-ex.jpg,
Claydol ex from EX Power Keepers (#93),http://pokebeach.com/scans/ex-power-keepers/93-claydol-ex.jpg,http://pokebeach.com/scans/ex-power-keepers/93-claydol-ex.jpg,
Flygon ex from EX Power Keepers (#94),http://pokebeach.com/scans/ex-power-keepers/94-flygon-ex.jpg,http://pokebeach.com/scans/ex-power-keepers/94-flygon-ex.jpg,
Metagross ex from EX Power Keepers (#95),http://pokebeach.com/scans/ex-power-keepers/95-metagross-ex.jpg,http://pokebeach.com/scans/ex-power-keepers/95-metagross-ex.jpg,
Salamence ex from EX Power Keepers (#96),http://pokebeach.com/scans/ex-power-keepers/96-salamence-ex.jpg,http://pokebeach.com/scans/ex-power-keepers/96-salamence-ex.jpg,
Shiftry ex from EX Power Keepers (#97),http://pokebeach.com/scans/ex-power-keepers/97-shiftry-ex.jpg,http://pokebeach.com/scans/ex-power-keepers/97-shiftry-ex.jpg,
Skarmory ex from EX Power Keepers (#98),http://pokebeach.com/scans/ex-power-keepers/98-skarmory-ex.jpg,http://pokebeach.com/scans/ex-power-keepers/98-skarmory-ex.jpg,
Walrein ex from EX Power Keepers (#99),http://pokebeach.com/scans/ex-power-keepers/99-walrein-ex.jpg,http://pokebeach.com/scans/ex-power-keepers/99-walrein-ex.jpg,
Flareon * from EX Power Keepers (#100),http://pokebeach.com/scans/ex-power-keepers/100-flareon-star.jpg,http://pokebeach.com/scans/ex-power-keepers/100-flareon-star.jpg,
Jolteon * from EX Power Keepers (#101),http://pokebeach.com/scans/ex-power-keepers/101-jolteon-star.jpg,http://pokebeach.com/scans/ex-power-keepers/101-jolteon-star.jpg,
Vaporeon * from EX Power Keepers (#102),http://pokebeach.com/scans/ex-power-keepers/102-vaporeon-star.jpg,http://pokebeach.com/scans/ex-power-keepers/102-vaporeon-star.jpg,
Grass Energy from EX Power Keepers (#103),http://pokebeach.com/scans/ex-power-keepers/103-grass-energy.jpg,http://pokebeach.com/scans/ex-power-keepers/103-grass-energy.jpg,
Fire Energy from EX Power Keepers (#104),http://pokebeach.com/scans/ex-power-keepers/104-fire-energy.jpg,http://pokebeach.com/scans/ex-power-keepers/104-fire-energy.jpg,
Water Energy from EX Power Keepers (#105),http://pokebeach.com/scans/ex-power-keepers/105-water-energy.jpg,http://pokebeach.com/scans/ex-power-keepers/105-water-energy.jpg,
Lightning Energy from EX Power Keepers (#106),http://pokebeach.com/scans/ex-power-keepers/106-lightning-energy.jpg,http://pokebeach.com/scans/ex-power-keepers/106-lightning-energy.jpg,
Psychic Energy from EX Power Keepers (#107),http://pokebeach.com/scans/ex-power-keepers/107-psychic-energy.jpg,http://pokebeach.com/scans/ex-power-keepers/107-psychic-energy.jpg,
Fighting Energy from EX Power Keepers (#108),http://pokebeach.com/scans/ex-power-keepers/108-fighting-energy.jpg,http://pokebeach.com/scans/ex-power-keepers/108-fighting-energy.jpg,
Ampharos from EX Dragon Frontiers (#1),http://pokebeach.com/scans/ex-dragon-frontiers/1-ampharos-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/1-ampharos-d.jpg,
Feraligatr from EX Dragon Frontiers (#2),http://pokebeach.com/scans/ex-dragon-frontiers/2-feraligatr-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/2-feraligatr-d.jpg,
Heracross from EX Dragon Frontiers (#3),http://pokebeach.com/scans/ex-dragon-frontiers/3-heracross-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/3-heracross-d.jpg,
Meganium from EX Dragon Frontiers (#4),http://pokebeach.com/scans/ex-dragon-frontiers/4-meganium-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/4-meganium-d.jpg,
Milotic from EX Dragon Frontiers (#5),http://pokebeach.com/scans/ex-dragon-frontiers/5-milotic-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/5-milotic-d.jpg,
Nidoking from EX Dragon Frontiers (#6),http://pokebeach.com/scans/ex-dragon-frontiers/6-nidoking-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/6-nidoking-d.jpg,
Nidoqueen from EX Dragon Frontiers (#7),http://pokebeach.com/scans/ex-dragon-frontiers/7-nidoqueen-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/7-nidoqueen-d.jpg,
Ninetales from EX Dragon Frontiers (#8),http://pokebeach.com/scans/ex-dragon-frontiers/8-ninetales-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/8-ninetales-d.jpg,
Pinsir from EX Dragon Frontiers (#9),http://pokebeach.com/scans/ex-dragon-frontiers/9-pinsir-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/9-pinsir-d.jpg,
Snorlax from EX Dragon Frontiers (#10),http://pokebeach.com/scans/ex-dragon-frontiers/10-snorlax-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/10-snorlax-d.jpg,
Togetic from EX Dragon Frontiers (#11),http://pokebeach.com/scans/ex-dragon-frontiers/11-togetic-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/11-togetic-d.jpg,
Typhlosion from EX Dragon Frontiers (#12),http://pokebeach.com/scans/ex-dragon-frontiers/12-typhlosion-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/12-typhlosion-d.jpg,
Arbok from EX Dragon Frontiers (#13),http://pokebeach.com/scans/ex-dragon-frontiers/13-arbok-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/13-arbok-d.jpg,
Cloyster from EX Dragon Frontiers (#14),http://pokebeach.com/scans/ex-dragon-frontiers/14-cloyster-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/14-cloyster-d.jpg,
Dewgong from EX Dragon Frontiers (#15),http://pokebeach.com/scans/ex-dragon-frontiers/15-dewgong-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/15-dewgong-d.jpg,
Gligar from EX Dragon Frontiers (#16),http://pokebeach.com/scans/ex-dragon-frontiers/16-gligar-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/16-gligar-d.jpg,
Jynx from EX Dragon Frontiers (#17),http://pokebeach.com/scans/ex-dragon-frontiers/17-jynx-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/17-jynx-d.jpg,
Ledian from EX Dragon Frontiers (#18),http://pokebeach.com/scans/ex-dragon-frontiers/18-ledian-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/18-ledian-d.jpg,
Lickitung from EX Dragon Frontiers (#19),http://pokebeach.com/scans/ex-dragon-frontiers/19-lickitung-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/19-lickitung-d.jpg,
Mantine from EX Dragon Frontiers (#20),http://pokebeach.com/scans/ex-dragon-frontiers/20-mantine-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/20-mantine-d.jpg,
Quagsire from EX Dragon Frontiers (#21),http://pokebeach.com/scans/ex-dragon-frontiers/21-quagsire-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/21-quagsire-d.jpg,
Seadra from EX Dragon Frontiers (#22),http://pokebeach.com/scans/ex-dragon-frontiers/22-seadra-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/22-seadra-d.jpg,
Tropius from EX Dragon Frontiers (#23),http://pokebeach.com/scans/ex-dragon-frontiers/23-tropius-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/23-tropius-d.jpg,
Vibrava from EX Dragon Frontiers (#24),http://pokebeach.com/scans/ex-dragon-frontiers/24-vibrava-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/24-vibrava-d.jpg,
Xatu from EX Dragon Frontiers (#25),http://pokebeach.com/scans/ex-dragon-frontiers/25-xatu-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/25-xatu-d.jpg,
Bayleef from EX Dragon Frontiers (#26),http://pokebeach.com/scans/ex-dragon-frontiers/26-bayleef-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/26-bayleef-d.jpg,
Croconaw from EX Dragon Frontiers (#27),http://pokebeach.com/scans/ex-dragon-frontiers/27-croconaw-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/27-croconaw-d.jpg,
Dragonair from EX Dragon Frontiers (#28),http://pokebeach.com/scans/ex-dragon-frontiers/28-dragonair-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/28-dragonair-d.jpg,
Electabuzz from EX Dragon Frontiers (#29),http://pokebeach.com/scans/ex-dragon-frontiers/29-electabuzz-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/29-electabuzz-d.jpg,
Flaaffy from EX Dragon Frontiers (#30),http://pokebeach.com/scans/ex-dragon-frontiers/30-flaaffy-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/30-flaaffy-d.jpg,
Horsea from EX Dragon Frontiers (#31),http://pokebeach.com/scans/ex-dragon-frontiers/31-horsea-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/31-horsea-d.jpg,
Kirlia from EX Dragon Frontiers (#32),http://pokebeach.com/scans/ex-dragon-frontiers/32-kirlia.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/32-kirlia.jpg,
Kirlia from EX Dragon Frontiers (#33),http://pokebeach.com/scans/ex-dragon-frontiers/33-kirlia-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/33-kirlia-d.jpg,
Nidorina from EX Dragon Frontiers (#34),http://pokebeach.com/scans/ex-dragon-frontiers/34-nidorina-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/34-nidorina-d.jpg,
Nidorino from EX Dragon Frontiers (#35),http://pokebeach.com/scans/ex-dragon-frontiers/35-nidorino-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/35-nidorino-d.jpg,
Quilava from EX Dragon Frontiers (#36),http://pokebeach.com/scans/ex-dragon-frontiers/36-quilava-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/36-quilava-d.jpg,
Seadra from EX Dragon Frontiers (#37),http://pokebeach.com/scans/ex-dragon-frontiers/37-seadra-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/37-seadra-d.jpg,
Shelgon from EX Dragon Frontiers (#38),http://pokebeach.com/scans/ex-dragon-frontiers/38-shelgon-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/38-shelgon-d.jpg,
Smeargle from EX Dragon Frontiers (#39),http://pokebeach.com/scans/ex-dragon-frontiers/39-smeargle-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/39-smeargle-d.jpg,
Swellow from EX Dragon Frontiers (#40),http://pokebeach.com/scans/ex-dragon-frontiers/40-swellow-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/40-swellow-d.jpg,
Togepi from EX Dragon Frontiers (#41),http://pokebeach.com/scans/ex-dragon-frontiers/41-togepi-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/41-togepi-d.jpg,
Vibrava from EX Dragon Frontiers (#42),http://pokebeach.com/scans/ex-dragon-frontiers/42-vibrava-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/42-vibrava-d.jpg,
Bagon from EX Dragon Frontiers (#43),http://pokebeach.com/scans/ex-dragon-frontiers/43-bagon-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/43-bagon-d.jpg,
Chikorita from EX Dragon Frontiers (#44),http://pokebeach.com/scans/ex-dragon-frontiers/44-chikorita-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/44-chikorita-d.jpg,
Cyndaquil from EX Dragon Frontiers (#45),http://pokebeach.com/scans/ex-dragon-frontiers/45-cyndaquil-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/45-cyndaquil-d.jpg,
Dratini from EX Dragon Frontiers (#46),http://pokebeach.com/scans/ex-dragon-frontiers/46-dratini-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/46-dratini-d.jpg,
Ekans from EX Dragon Frontiers (#47),http://pokebeach.com/scans/ex-dragon-frontiers/47-ekans-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/47-ekans-d.jpg,
Elekid from EX Dragon Frontiers (#48),http://pokebeach.com/scans/ex-dragon-frontiers/48-elekid-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/48-elekid-d.jpg,
Feebas from EX Dragon Frontiers (#49),http://pokebeach.com/scans/ex-dragon-frontiers/49-feebd.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/49-feebd.jpg,
Horsea from EX Dragon Frontiers (#50),http://pokebeach.com/scans/ex-dragon-frontiers/50-horsea-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/50-horsea-d.jpg,
Larvitar from EX Dragon Frontiers (#51),http://pokebeach.com/scans/ex-dragon-frontiers/51-larvitar.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/51-larvitar.jpg,
Larvitar from EX Dragon Frontiers (#52),http://pokebeach.com/scans/ex-dragon-frontiers/52-larvitar-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/52-larvitar-d.jpg,
Ledyba from EX Dragon Frontiers (#53),http://pokebeach.com/scans/ex-dragon-frontiers/53-ledyba-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/53-ledyba-d.jpg,
Mareep from EX Dragon Frontiers (#54),http://pokebeach.com/scans/ex-dragon-frontiers/54-mareep-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/54-mareep-d.jpg,
Natu from EX Dragon Frontiers (#55),http://pokebeach.com/scans/ex-dragon-frontiers/55-natu-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/55-natu-d.jpg,
Nidoran from EX Dragon Frontiers (#56),http://pokebeach.com/scans/ex-dragon-frontiers/56-nidoran-f-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/56-nidoran-f-d.jpg,
Nidoran from EX Dragon Frontiers (#57),http://pokebeach.com/scans/ex-dragon-frontiers/57-nidoran-m-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/57-nidoran-m-d.jpg,
Pupitar from EX Dragon Frontiers (#58),http://pokebeach.com/scans/ex-dragon-frontiers/58-pupitar.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/58-pupitar.jpg,
Pupitar from EX Dragon Frontiers (#59),http://pokebeach.com/scans/ex-dragon-frontiers/59-pupitar-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/59-pupitar-d.jpg,
Ralts from EX Dragon Frontiers (#60),http://pokebeach.com/scans/ex-dragon-frontiers/60-ralts.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/60-ralts.jpg,
Ralts from EX Dragon Frontiers (#61),http://pokebeach.com/scans/ex-dragon-frontiers/61-ralts-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/61-ralts-d.jpg,
Seel from EX Dragon Frontiers (#62),http://pokebeach.com/scans/ex-dragon-frontiers/62-seel-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/62-seel-d.jpg,
Shellder from EX Dragon Frontiers (#63),http://pokebeach.com/scans/ex-dragon-frontiers/63-shellder-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/63-shellder-d.jpg,
Smoochum from EX Dragon Frontiers (#64),http://pokebeach.com/scans/ex-dragon-frontiers/64-smoochum-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/64-smoochum-d.jpg,
Swablu from EX Dragon Frontiers (#65),http://pokebeach.com/scans/ex-dragon-frontiers/65-swablu-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/65-swablu-d.jpg,
Taillow from EX Dragon Frontiers (#66),http://pokebeach.com/scans/ex-dragon-frontiers/66-taillow-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/66-taillow-d.jpg,
Totodile from EX Dragon Frontiers (#67),http://pokebeach.com/scans/ex-dragon-frontiers/67-totodile-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/67-totodile-d.jpg,
Trapinch from EX Dragon Frontiers (#68),http://pokebeach.com/scans/ex-dragon-frontiers/68-trapinch-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/68-trapinch-d.jpg,
Trapinch from EX Dragon Frontiers (#69),http://pokebeach.com/scans/ex-dragon-frontiers/69-trapinch-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/69-trapinch-d.jpg,
Vulpix from EX Dragon Frontiers (#70),http://pokebeach.com/scans/ex-dragon-frontiers/70-vulpix-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/70-vulpix-d.jpg,
Wooper from EX Dragon Frontiers (#71),http://pokebeach.com/scans/ex-dragon-frontiers/71-wooper-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/71-wooper-d.jpg,
Buffer Piece from EX Dragon Frontiers (#72),http://pokebeach.com/scans/ex-dragon-frontiers/72-buffer-piece.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/72-buffer-piece.jpg,
Copycat from EX Dragon Frontiers (#73),http://pokebeach.com/scans/ex-dragon-frontiers/73-copycat.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/73-copycat.jpg,
Holon Legacy from EX Dragon Frontiers (#74),http://pokebeach.com/scans/ex-dragon-frontiers/74-holon-legacy.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/74-holon-legacy.jpg,
Holon Mentor from EX Dragon Frontiers (#75),http://pokebeach.com/scans/ex-dragon-frontiers/75-holon-mentor.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/75-holon-mentor.jpg,
Island Hermit from EX Dragon Frontiers (#76),http://pokebeach.com/scans/ex-dragon-frontiers/76-island-hermit.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/76-island-hermit.jpg,
Mr. Stone's Project from EX Dragon Frontiers (#77),http://pokebeach.com/scans/ex-dragon-frontiers/77-mr.-stone's-project.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/77-mr.-stone's-project.jpg,
Old Rod from EX Dragon Frontiers (#78),http://pokebeach.com/scans/ex-dragon-frontiers/78-old-rod.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/78-old-rod.jpg,
Professor Elm's Training Method from EX Dragon Frontiers (#79),http://pokebeach.com/scans/ex-dragon-frontiers/79-professor-elm's-training-method.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/79-professor-elm's-training-method.jpg,
Professor Oak's Research from EX Dragon Frontiers (#80),http://pokebeach.com/scans/ex-dragon-frontiers/80-professor-oak's-research.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/80-professor-oak's-research.jpg,
Strength Charm from EX Dragon Frontiers (#81),http://pokebeach.com/scans/ex-dragon-frontiers/81-strength-charm.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/81-strength-charm.jpg,
TV Reporter from EX Dragon Frontiers (#82),http://pokebeach.com/scans/ex-dragon-frontiers/82-tv-reporter.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/82-tv-reporter.jpg,
Switch from EX Dragon Frontiers (#83),http://pokebeach.com/scans/ex-dragon-frontiers/83-switch.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/83-switch.jpg,
Holon Energy FF from EX Dragon Frontiers (#84),http://pokebeach.com/scans/ex-dragon-frontiers/84-holon-energy-ff.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/84-holon-energy-ff.jpg,
Holon Energy GL from EX Dragon Frontiers (#85),http://pokebeach.com/scans/ex-dragon-frontiers/85-holon-energy-gl.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/85-holon-energy-gl.jpg,
Holon Energy WP from EX Dragon Frontiers (#86),http://pokebeach.com/scans/ex-dragon-frontiers/86-holon-energy-wp.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/86-holon-energy-wp.jpg,
Boost Energy from EX Dragon Frontiers (#87),http://pokebeach.com/scans/ex-dragon-frontiers/87-boost-energy.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/87-boost-energy.jpg,
(Delta) Rainbow Energy from EX Dragon Frontiers (#88),http://pokebeach.com/scans/ex-dragon-frontiers/88-delta-d-rainbow-energy.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/88-delta-d-rainbow-energy.jpg,
Scramble Energy from EX Dragon Frontiers (#89),http://pokebeach.com/scans/ex-dragon-frontiers/89-scramble-energy.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/89-scramble-energy.jpg,
Altaria ex from EX Dragon Frontiers (#90),http://pokebeach.com/scans/ex-dragon-frontiers/90-altaria-ex-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/90-altaria-ex-d.jpg,
Dragonite ex from EX Dragon Frontiers (#91),http://pokebeach.com/scans/ex-dragon-frontiers/91-dragonite-ex-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/91-dragonite-ex-d.jpg,
Flygon ex from EX Dragon Frontiers (#92),http://pokebeach.com/scans/ex-dragon-frontiers/92-flygon-ex-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/92-flygon-ex-d.jpg,
Gardevoir ex from EX Dragon Frontiers (#93),http://pokebeach.com/scans/ex-dragon-frontiers/93-gardevoir-ex-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/93-gardevoir-ex-d.jpg,
Kingdra ex from EX Dragon Frontiers (#94),http://pokebeach.com/scans/ex-dragon-frontiers/94-kingdra-ex-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/94-kingdra-ex-d.jpg,
Latias ex ,NULL,NULL,
Latios ex from EX Dragon Frontiers (#96),http://pokebeach.com/scans/ex-dragon-frontiers/96-latios-ex-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/96-latios-ex-d.jpg,
Rayquaza ex from EX Dragon Frontiers (#97),http://pokebeach.com/scans/ex-dragon-frontiers/97-rayquaza-ex-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/97-rayquaza-ex-d.jpg,
Salamence ex from EX Dragon Frontiers (#98),http://pokebeach.com/scans/ex-dragon-frontiers/98-salamence-ex-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/98-salamence-ex-d.jpg,
Tyranitar ex from EX Dragon Frontiers (#99),http://pokebeach.com/scans/ex-dragon-frontiers/99-tyranitar-ex-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/99-tyranitar-ex-d.jpg,
Charizard * from EX Dragon Frontiers (#100),http://pokebeach.com/scans/ex-dragon-frontiers/100-charizard-star-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/100-charizard-star-d.jpg,
Mew * from EX Dragon Frontiers (#101),http://pokebeach.com/scans/ex-dragon-frontiers/101-mew-star-d.jpg,http://pokebeach.com/scans/ex-dragon-frontiers/101-mew-star-d.jpg,
Banette from EX Crystal Guardians (#1),http://pokebeach.com/scans/ex-crystal-guardians/1-banette.jpg,http://pokebeach.com/scans/ex-crystal-guardians/1-banette.jpg,
Blastoise from EX Crystal Guardians (#2),http://pokebeach.com/scans/ex-crystal-guardians/2-blastoise-d.jpg,http://pokebeach.com/scans/ex-crystal-guardians/2-blastoise-d.jpg,
Camerupt from EX Crystal Guardians (#3),http://pokebeach.com/scans/ex-crystal-guardians/3-camerupt.jpg,http://pokebeach.com/scans/ex-crystal-guardians/3-camerupt.jpg,
Charizard from EX Crystal Guardians (#4),http://pokebeach.com/scans/ex-crystal-guardians/4-charizard-d.jpg,http://pokebeach.com/scans/ex-crystal-guardians/4-charizard-d.jpg,
Dugtrio from EX Crystal Guardians (#5),http://pokebeach.com/scans/ex-crystal-guardians/5-dugtrio.jpg,http://pokebeach.com/scans/ex-crystal-guardians/5-dugtrio.jpg,
Ludicolo from EX Crystal Guardians (#6),http://pokebeach.com/scans/ex-crystal-guardians/6-ludicolo-d.jpg,http://pokebeach.com/scans/ex-crystal-guardians/6-ludicolo-d.jpg,
Luvdisc from EX Crystal Guardians (#7),http://pokebeach.com/scans/ex-crystal-guardians/7-luvdisc.jpg,http://pokebeach.com/scans/ex-crystal-guardians/7-luvdisc.jpg,
Manectric from EX Crystal Guardians (#8),http://pokebeach.com/scans/ex-crystal-guardians/8-manectric.jpg,http://pokebeach.com/scans/ex-crystal-guardians/8-manectric.jpg,
Mawile from EX Crystal Guardians (#9),http://pokebeach.com/scans/ex-crystal-guardians/9-mawile.jpg,http://pokebeach.com/scans/ex-crystal-guardians/9-mawile.jpg,
Sableye from EX Crystal Guardians (#10),http://pokebeach.com/scans/ex-crystal-guardians/10-sableye.jpg,http://pokebeach.com/scans/ex-crystal-guardians/10-sableye.jpg,
Swalot from EX Crystal Guardians (#11),http://pokebeach.com/scans/ex-crystal-guardians/11-swalot.jpg,http://pokebeach.com/scans/ex-crystal-guardians/11-swalot.jpg,
Tauros from EX Crystal Guardians (#12),http://pokebeach.com/scans/ex-crystal-guardians/12-tauros.jpg,http://pokebeach.com/scans/ex-crystal-guardians/12-tauros.jpg,
Wigglytuff from EX Crystal Guardians (#13),http://pokebeach.com/scans/ex-crystal-guardians/13-wigglytuff.jpg,http://pokebeach.com/scans/ex-crystal-guardians/13-wigglytuff.jpg,
Blastoise from EX Crystal Guardians (#14),http://pokebeach.com/scans/ex-crystal-guardians/14-blastoise.jpg,http://pokebeach.com/scans/ex-crystal-guardians/14-blastoise.jpg,
Cacturne from EX Crystal Guardians (#15),http://pokebeach.com/scans/ex-crystal-guardians/15-cacturne-d.jpg,http://pokebeach.com/scans/ex-crystal-guardians/15-cacturne-d.jpg,
Combusken from EX Crystal Guardians (#16),http://pokebeach.com/scans/ex-crystal-guardians/16-combusken.jpg,http://pokebeach.com/scans/ex-crystal-guardians/16-combusken.jpg,
Dusclops from EX Crystal Guardians (#17),http://pokebeach.com/scans/ex-crystal-guardians/17-dusclops.jpg,http://pokebeach.com/scans/ex-crystal-guardians/17-dusclops.jpg,
Fearow from EX Crystal Guardians (#18),http://pokebeach.com/scans/ex-crystal-guardians/18-fearow-d.jpg,http://pokebeach.com/scans/ex-crystal-guardians/18-fearow-d.jpg,
Grovyle from EX Crystal Guardians (#19),http://pokebeach.com/scans/ex-crystal-guardians/19-grovyle-d.jpg,http://pokebeach.com/scans/ex-crystal-guardians/19-grovyle-d.jpg,
Grumpig from EX Crystal Guardians (#20),http://pokebeach.com/scans/ex-crystal-guardians/20-grumpig.jpg,http://pokebeach.com/scans/ex-crystal-guardians/20-grumpig.jpg,
Igglybuff from EX Crystal Guardians (#21),http://pokebeach.com/scans/ex-crystal-guardians/21-igglybuff.jpg,http://pokebeach.com/scans/ex-crystal-guardians/21-igglybuff.jpg,
Kingler from EX Crystal Guardians (#22),http://pokebeach.com/scans/ex-crystal-guardians/22-kingler-d.jpg,http://pokebeach.com/scans/ex-crystal-guardians/22-kingler-d.jpg,
Loudred from EX Crystal Guardians (#23),http://pokebeach.com/scans/ex-crystal-guardians/23-loudred.jpg,http://pokebeach.com/scans/ex-crystal-guardians/23-loudred.jpg,
Marshtomp from EX Crystal Guardians (#24),http://pokebeach.com/scans/ex-crystal-guardians/24-marshtomp.jpg,http://pokebeach.com/scans/ex-crystal-guardians/24-marshtomp.jpg,
Medicham from EX Crystal Guardians (#25),http://pokebeach.com/scans/ex-crystal-guardians/25-medicham.jpg,http://pokebeach.com/scans/ex-crystal-guardians/25-medicham.jpg,
Pelipper from EX Crystal Guardians (#26),http://pokebeach.com/scans/ex-crystal-guardians/26-pelipper-d.jpg,http://pokebeach.com/scans/ex-crystal-guardians/26-pelipper-d.jpg,
Swampert from EX Crystal Guardians (#27),http://pokebeach.com/scans/ex-crystal-guardians/27-swampert.jpg,http://pokebeach.com/scans/ex-crystal-guardians/27-swampert.jpg,
